Name	Resp.	WhiteNoise	time offset	EL	XEL	Frequency
A_02_1133	1.0	0.0	0.0	-0.058	-0.033	787.0
A_02_1160	1.0	0.0	0.0	-0.0435	-0.033	787.0
A_02_1163	1.0	0.0	0.0	-0.029	-0.033	787.0
A_02_1188	1.0	0.0	0.0	-0.0145	-0.033	787.0
A_02_1235	1.0	0.0	0.0	0.0	-0.033	787.0
A_02_1290	1.0	0.0	0.0	0.0145	-0.033	787.0
A_02_1312	1.0	0.0	0.0	0.029	-0.033	787.0
A_02_1343	1.0	0.0	0.0	0.0435	-0.033	787.0
A_02_1403	1.0	0.0	0.0	0.058	-0.033	787.0
A_02_1528	1.0	0.0	0.0	-0.0725	-0.033	791.0
A_02_1545	1.0	0.0	0.0	-0.058	-0.033	791.0
A_02_1588	1.0	0.0	0.0	-0.0435	-0.033	791.0
A_02_1604	1.0	0.0	0.0	-0.029	-0.033	791.0
A_02_1612	1.0	0.0	0.0	-0.0145	-0.033	791.0
A_02_1638	1.0	0.0	0.0	0.0	-0.033	791.0
A_02_1790	1.0	0.0	0.0	0.0145	-0.033	791.0
A_02_1964	1.0	0.0	0.0	0.029	-0.033	791.0
A_02_1982	1.0	0.0	0.0	0.0435	-0.033	791.0
A_02_2060	1.0	0.0	0.0	0.058	-0.033	791.0
A_02_2103	1.0	0.0	0.0	-0.0725	-0.033	795.0
A_02_2144	1.0	0.0	0.0	-0.058	-0.033	795.0
A_02_2167	1.0	0.0	0.0	-0.0435	-0.033	795.0
A_02_2296	1.0	0.0	0.0	-0.029	-0.033	795.0
A_02_2536	1.0	0.0	0.0	-0.0145	-0.033	795.0
A_02_2579	1.0	0.0	0.0	0.0	-0.033	795.0
A_02_2697	1.0	0.0	0.0	0.0145	-0.033	795.0
A_02_2705	1.0	0.0	0.0	0.029	-0.033	795.0
A_02_2724	1.0	0.0	0.0	0.0435	-0.033	795.0
A_02_3006	1.0	0.0	0.0	0.058	-0.033	795.0
A_02_3044	1.0	0.0	0.0	-0.0725	-0.033	799.0
A_02_3111	1.0	0.0	0.0	-0.058	-0.033	799.0
A_02_3116	1.0	0.0	0.0	-0.0435	-0.033	799.0
A_02_3119	1.0	0.0	0.0	-0.029	-0.033	799.0
A_02_3139	1.0	0.0	0.0	-0.0145	-0.033	799.0
A_02_3295	1.0	0.0	0.0	0.0	-0.033	799.0
A_02_3346	1.0	0.0	0.0	0.0145	-0.033	799.0
A_02_3470	1.0	0.0	0.0	0.029	-0.033	799.0
A_02_3502	1.0	0.0	0.0	0.0435	-0.033	799.0
A_02_3510	1.0	0.0	0.0	0.058	-0.033	799.0
A_02_3566	1.0	0.0	0.0	-0.0725	-0.033	803.0
A_02_3608	1.0	0.0	0.0	-0.058	-0.033	803.0
A_02_3681	1.0	0.0	0.0	-0.0435	-0.033	803.0
A_02_3750	1.0	0.0	0.0	-0.029	-0.033	803.0
A_02_3770	1.0	0.0	0.0	-0.0145	-0.033	803.0
A_02_3853	1.0	0.0	0.0	0.0	-0.033	803.0
A_02_3872	1.0	0.0	0.0	0.0145	-0.033	803.0
A_02_3899	1.0	0.0	0.0	0.029	-0.033	803.0
A_02_3910	1.0	0.0	0.0	0.0435	-0.033	803.0
A_02_3946	1.0	0.0	0.0	0.058	-0.033	803.0
A_02_3981	1.0	0.0	0.0	-0.0725	-0.033	807.0
A_02_4033	1.0	0.0	0.0	-0.058	-0.033	807.0
A_02_4061	1.0	0.0	0.0	-0.0435	-0.033	807.0
A_02_4073	1.0	0.0	0.0	-0.029	-0.033	807.0
A_02_4092	1.0	0.0	0.0	-0.0145	-0.033	807.0
A_02_4272	1.0	0.0	0.0	0.0	-0.033	807.0
A_02_4342	1.0	0.0	0.0	0.0145	-0.033	807.0
A_02_4345	1.0	0.0	0.0	0.029	-0.033	807.0
A_02_4351	1.0	0.0	0.0	0.0435	-0.033	807.0
A_02_4562	1.0	0.0	0.0	0.058	-0.033	807.0
A_02_4563	1.0	0.0	0.0	-0.0725	-0.033	811.0
A_02_4673	1.0	0.0	0.0	-0.058	-0.033	811.0
A_02_4861	1.0	0.0	0.0	-0.0435	-0.033	811.0
A_02_4915	1.0	0.0	0.0	-0.029	-0.033	811.0
A_02_5107	1.0	0.0	0.0	-0.0145	-0.033	811.0
A_02_5138	1.0	0.0	0.0	0.0	-0.033	811.0
A_02_5147	1.0	0.0	0.0	0.0145	-0.033	811.0
A_02_5180	1.0	0.0	0.0	0.029	-0.033	811.0
A_02_5183	1.0	0.0	0.0	0.0435	-0.033	811.0
A_02_5413	1.0	0.0	0.0	0.058	-0.033	811.0
A_02_5539	1.0	0.0	0.0	-0.0725	-0.033	815.0
A_02_5559	1.0	0.0	0.0	-0.058	-0.033	815.0
A_02_5804	1.0	0.0	0.0	-0.0435	-0.033	815.0
A_02_6118	1.0	0.0	0.0	-0.029	-0.033	815.0
A_02_6209	1.0	0.0	0.0	-0.0145	-0.033	815.0
A_02_6396	1.0	0.0	0.0	0.0	-0.033	815.0
A_02_6484	1.0	0.0	0.0	0.0145	-0.033	815.0
A_02_6537	1.0	0.0	0.0	0.029	-0.033	815.0
A_02_6570	1.0	0.0	0.0	0.0435	-0.033	815.0
A_02_6596	1.0	0.0	0.0	0.058	-0.033	815.0
A_02_6615	1.0	0.0	0.0	-0.0725	-0.033	819.0
A_02_6658	1.0	0.0	0.0	-0.058	-0.033	819.0
A_02_6669	1.0	0.0	0.0	-0.0435	-0.033	819.0
A_02_6735	1.0	0.0	0.0	-0.029	-0.033	819.0
A_02_6868	1.0	0.0	0.0	-0.0145	-0.033	819.0
A_02_6912	1.0	0.0	0.0	0.0	-0.033	819.0
A_02_6930	1.0	0.0	0.0	0.0145	-0.033	819.0
A_02_6932	1.0	0.0	0.0	0.029	-0.033	819.0
A_02_6939	1.0	0.0	0.0	0.0435	-0.033	819.0
A_02_7062	1.0	0.0	0.0	0.058	-0.033	819.0
A_02_7177	1.0	0.0	0.0	-0.0725	-0.033	823.0
A_02_7260	1.0	0.0	0.0	-0.058	-0.033	823.0
A_02_7350	1.0	0.0	0.0	-0.0435	-0.033	823.0
A_02_7397	1.0	0.0	0.0	-0.029	-0.033	823.0
A_02_7454	1.0	0.0	0.0	-0.0145	-0.033	823.0
A_02_7491	1.0	0.0	0.0	0.0	-0.033	823.0
A_02_7508	1.0	0.0	0.0	0.0145	-0.033	823.0
A_02_7579	1.0	0.0	0.0	0.029	-0.033	823.0
A_02_7651	1.0	0.0	0.0	0.0435	-0.033	823.0
A_02_7744	1.0	0.0	0.0	0.058	-0.033	823.0
A_02_7749	1.0	0.0	0.0	-0.0725	-0.033	827.0
A_02_7787	1.0	0.0	0.0	-0.058	-0.033	827.0
A_02_7811	1.0	0.0	0.0	-0.0435	-0.033	827.0
A_02_7886	1.0	0.0	0.0	-0.029	-0.033	827.0
A_02_7953	1.0	0.0	0.0	-0.0145	-0.033	827.0
A_02_7956	1.0	0.0	0.0	0.0	-0.033	827.0
A_02_7962	1.0	0.0	0.0	0.0145	-0.033	827.0
A_02_7973	1.0	0.0	0.0	0.029	-0.033	827.0
A_02_8238	1.0	0.0	0.0	0.0435	-0.033	827.0
A_02_8320	1.0	0.0	0.0	0.058	-0.033	827.0
A_02_8423	1.0	0.0	0.0	-0.0725	-0.033	831.0
A_02_8479	1.0	0.0	0.0	-0.058	-0.033	831.0
A_02_8565	1.0	0.0	0.0	-0.0435	-0.033	831.0
A_02_8645	1.0	0.0	0.0	-0.029	-0.033	831.0
A_02_8701	1.0	0.0	0.0	-0.0145	-0.033	831.0
A_02_8727	1.0	0.0	0.0	0.0	-0.033	831.0
A_02_8786	1.0	0.0	0.0	0.0145	-0.033	831.0
A_02_8834	1.0	0.0	0.0	0.029	-0.033	831.0
A_02_8835	1.0	0.0	0.0	0.0435	-0.033	831.0
A_02_8856	1.0	0.0	0.0	0.058	-0.033	831.0
A_02_8883	1.0	0.0	0.0	-0.0725	-0.033	835.0
A_02_9007	1.0	0.0	0.0	-0.058	-0.033	835.0
A_02_9016	1.0	0.0	0.0	-0.0435	-0.033	835.0
A_02_9075	1.0	0.0	0.0	-0.029	-0.033	835.0
A_02_9105	1.0	0.0	0.0	-0.0145	-0.033	835.0
A_02_9224	1.0	0.0	0.0	0.0	-0.033	835.0
A_02_9260	1.0	0.0	0.0	0.0145	-0.033	835.0
A_02_9295	1.0	0.0	0.0	0.029	-0.033	835.0
A_02_9333	1.0	0.0	0.0	0.0435	-0.033	835.0
A_02_9355	1.0	0.0	0.0	0.058	-0.033	835.0
A_02_9440	1.0	0.0	0.0	-0.0725	-0.033	839.0
A_02_9485	1.0	0.0	0.0	-0.058	-0.033	839.0
A_02_9489	1.0	0.0	0.0	-0.0435	-0.033	839.0
A_02_9562	1.0	0.0	0.0	-0.029	-0.033	839.0
A_02_9571	1.0	0.0	0.0	-0.0145	-0.033	839.0
A_02_9638	1.0	0.0	0.0	0.0	-0.033	839.0
A_02_9641	1.0	0.0	0.0	0.0145	-0.033	839.0
A_02_9740	1.0	0.0	0.0	0.029	-0.033	839.0
A_02_9749	1.0	0.0	0.0	0.0435	-0.033	839.0
A_02_9938	1.0	0.0	0.0	0.058	-0.033	839.0
A_03_0006	1.0	0.0	0.0	-0.0725	-0.033	843.0
A_03_0027	1.0	0.0	0.0	-0.058	-0.033	843.0
A_03_0058	1.0	0.0	0.0	-0.0435	-0.033	843.0
A_03_0128	1.0	0.0	0.0	-0.029	-0.033	843.0
A_03_0158	1.0	0.0	0.0	-0.0145	-0.033	843.0
A_03_0387	1.0	0.0	0.0	0.0	-0.033	843.0
A_03_0406	1.0	0.0	0.0	0.0145	-0.033	843.0
A_03_0452	1.0	0.0	0.0	0.029	-0.033	843.0
A_03_0590	1.0	0.0	0.0	0.0435	-0.033	843.0
A_03_0626	1.0	0.0	0.0	0.058	-0.033	843.0
A_03_0634	1.0	0.0	0.0	-0.0725	-0.033	847.0
A_03_0653	1.0	0.0	0.0	-0.058	-0.033	847.0
A_03_0685	1.0	0.0	0.0	-0.0435	-0.033	847.0
A_03_0722	1.0	0.0	0.0	-0.029	-0.033	847.0
A_03_0727	1.0	0.0	0.0	-0.0145	-0.033	847.0
A_03_0832	1.0	0.0	0.0	0.0	-0.033	847.0
A_03_1127	1.0	0.0	0.0	0.0145	-0.033	847.0
A_03_1137	1.0	0.0	0.0	0.029	-0.033	847.0
A_03_1146	1.0	0.0	0.0	0.0435	-0.033	847.0
A_03_1200	1.0	0.0	0.0	0.058	-0.033	847.0
A_03_1232	1.0	0.0	0.0	-0.0725	-0.033	851.0
A_03_1512	1.0	0.0	0.0	-0.058	-0.033	851.0
A_03_1684	1.0	0.0	0.0	-0.0435	-0.033	851.0
A_03_1697	1.0	0.0	0.0	-0.029	-0.033	851.0
A_03_1753	1.0	0.0	0.0	-0.0145	-0.033	851.0
A_03_1771	1.0	0.0	0.0	0.0	-0.033	851.0
A_03_1776	1.0	0.0	0.0	0.0145	-0.033	851.0
A_03_1832	1.0	0.0	0.0	0.029	-0.033	851.0
A_03_1889	1.0	0.0	0.0	0.0435	-0.033	851.0
A_03_1891	1.0	0.0	0.0	0.058	-0.033	851.0
A_03_1894	1.0	0.0	0.0	-0.0725	-0.033	855.0
A_03_2041	1.0	0.0	0.0	-0.058	-0.033	855.0
A_03_2085	1.0	0.0	0.0	-0.0435	-0.033	855.0
A_03_2088	1.0	0.0	0.0	-0.029	-0.033	855.0
A_03_2143	1.0	0.0	0.0	-0.0145	-0.033	855.0
A_03_2170	1.0	0.0	0.0	0.0	-0.033	855.0
A_03_2200	1.0	0.0	0.0	0.0145	-0.033	855.0
A_03_2426	1.0	0.0	0.0	0.029	-0.033	855.0
A_03_2442	1.0	0.0	0.0	0.0435	-0.033	855.0
A_03_2532	1.0	0.0	0.0	0.058	-0.033	855.0
A_03_2546	1.0	0.0	0.0	-0.0725	-0.033	859.0
A_03_2584	1.0	0.0	0.0	-0.058	-0.033	859.0
A_03_2608	1.0	0.0	0.0	-0.0435	-0.033	859.0
A_03_2647	1.0	0.0	0.0	-0.029	-0.033	859.0
A_03_2662	1.0	0.0	0.0	-0.0145	-0.033	859.0
A_03_2851	1.0	0.0	0.0	0.0	-0.033	859.0
A_03_2900	1.0	0.0	0.0	0.0145	-0.033	859.0
A_03_2925	1.0	0.0	0.0	0.029	-0.033	859.0
A_03_2938	1.0	0.0	0.0	0.0435	-0.033	859.0
A_03_3114	1.0	0.0	0.0	0.058	-0.033	859.0
A_03_3143	1.0	0.0	0.0	-0.0725	-0.033	863.0
A_03_3164	1.0	0.0	0.0	-0.058	-0.033	863.0
A_03_3228	1.0	0.0	0.0	-0.0435	-0.033	863.0
A_03_3269	1.0	0.0	0.0	-0.029	-0.033	863.0
A_03_3335	1.0	0.0	0.0	-0.0145	-0.033	863.0
A_03_3441	1.0	0.0	0.0	0.0	-0.033	863.0
A_03_3450	1.0	0.0	0.0	0.0145	-0.033	863.0
A_03_3492	1.0	0.0	0.0	0.029	-0.033	863.0
A_03_3644	1.0	0.0	0.0	0.0435	-0.033	863.0
A_03_3652	1.0	0.0	0.0	0.058	-0.033	863.0
A_03_3728	1.0	0.0	0.0	-0.0725	-0.033	867.0
A_03_3878	1.0	0.0	0.0	-0.058	-0.033	867.0
A_03_4002	1.0	0.0	0.0	-0.0435	-0.033	867.0
A_03_4065	1.0	0.0	0.0	-0.029	-0.033	867.0
A_03_4088	1.0	0.0	0.0	-0.0145	-0.033	867.0
A_03_4114	1.0	0.0	0.0	0.0	-0.033	867.0
A_03_4173	1.0	0.0	0.0	0.0145	-0.033	867.0
A_03_4279	1.0	0.0	0.0	0.029	-0.033	867.0
A_03_4291	1.0	0.0	0.0	0.0435	-0.033	867.0
A_03_4325	1.0	0.0	0.0	0.058	-0.033	867.0
A_03_4333	1.0	0.0	0.0	-0.0725	-0.033	871.0
A_03_4345	1.0	0.0	0.0	-0.058	-0.033	871.0
A_03_4349	1.0	0.0	0.0	-0.0435	-0.033	871.0
A_03_4371	1.0	0.0	0.0	-0.029	-0.033	871.0
A_03_4462	1.0	0.0	0.0	-0.0145	-0.033	871.0
A_03_4533	1.0	0.0	0.0	0.0	-0.033	871.0
A_03_4564	1.0	0.0	0.0	0.0145	-0.033	871.0
A_03_4573	1.0	0.0	0.0	0.029	-0.033	871.0
A_03_4616	1.0	0.0	0.0	0.0435	-0.033	871.0
A_03_4669	1.0	0.0	0.0	0.058	-0.033	871.0
A_03_4700	1.0	0.0	0.0	-0.0725	-0.033	875.0
A_03_4844	1.0	0.0	0.0	-0.058	-0.033	875.0
A_03_4905	1.0	0.0	0.0	-0.0435	-0.033	875.0
A_03_4920	1.0	0.0	0.0	-0.029	-0.033	875.0
A_03_4930	1.0	0.0	0.0	-0.0145	-0.033	875.0
A_03_4956	1.0	0.0	0.0	0.0	-0.033	875.0
A_03_4978	1.0	0.0	0.0	0.0145	-0.033	875.0
A_03_5000	1.0	0.0	0.0	0.029	-0.033	875.0
A_03_5050	1.0	0.0	0.0	0.0435	-0.033	875.0
A_03_5067	1.0	0.0	0.0	0.058	-0.033	875.0
A_03_5139	1.0	0.0	0.0	-0.0725	-0.033	879.0
A_03_5143	1.0	0.0	0.0	-0.058	-0.033	879.0
A_03_5344	1.0	0.0	0.0	-0.0435	-0.033	879.0
A_03_5378	1.0	0.0	0.0	-0.029	-0.033	879.0
A_03_5409	1.0	0.0	0.0	-0.0145	-0.033	879.0
A_03_5425	1.0	0.0	0.0	0.0	-0.033	879.0
A_03_5442	1.0	0.0	0.0	0.0145	-0.033	879.0
A_03_5464	1.0	0.0	0.0	0.029	-0.033	879.0
A_03_5617	1.0	0.0	0.0	0.0435	-0.033	879.0
A_03_5663	1.0	0.0	0.0	0.058	-0.033	879.0
A_03_5718	1.0	0.0	0.0	-0.0725	-0.033	883.0
A_03_5728	1.0	0.0	0.0	-0.058	-0.033	883.0
